Brand,CPU,CPU_BRAND,RAM(GB),RAM_TYPE,GPU,SSD(GB),HDD(GB),USD,,Summary Statistics,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,GeForce RTX 3050,1024,0,1247.88,,,
Dell,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce MX550,512,0,1247.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4050,1024,0,1247.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050 Ti,512,0,1247.88,,,
HP,Intel Core i7 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,1252.79,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,1258.5,,,
Acer,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 3050 Ti ,512,1024,1259.88,,,
HP,Intel Core i7 (12th Gen),Intel,16,LPDDR4X,Iris Xe Graphics,1024,0,1259.88,,,
MSI,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4050,1024,0,1259.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3060,512,0,1259.88,,,
Dell,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3060,512,0,1259.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,LPDDR4X,Radeon,1024,0,1259.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,32,LPDDR5X,Radeon,1024,0,1259.88,,,
MSI,Intel Core i7 (12th Gen),Intel,8,DDR4,GeForce RTX 3050,512,0,1259.88,,,
HP,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,Geforce GTX 1650Ti,512,0,1259.88,,,
Apple,Intel Core i5 (8th Gen),Intel,8,LPDDR3,UHD 617,256,0,1259.88,,,
MSI,Intel Core i7 (7th Gen),Intel,8,DDR4,Geforce GTX 1050Ti,128,1024,1259.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 4060,512,0,1259.88,,,
MSI,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4050,512,0,1259.88,,,
Apple,Intel Core i5 (8th Gen),Intel,8,LPDDR3,UHD 617,256,0,1259.88,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,LPDDR5,GeForce RTX 4050,1024,0,1259.88,,,
Lenovo,Intel Core i5 (11th Gen),Intel,8,DDR4,UHD,512,0,1260,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,LPDDR4X,Geforce GTX 1650 Ti,1024,0,1266,,,
ASUS,Intel Core i7 (11th Gen),Intel,16,LPDDR4X,GeForce MX450,1024,0,1267.07,,,
Lenovo,Intel Core i7 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,1267.2,,,
Lenovo,Intel Core Ultra 7,Intel,32,LPDDR5X,Arc,1024,0,1269.59,,,
ASUS,Intel Core i7 (11th Gen),Intel,16,LPDDR4X,Iris Xe,1024,0,1270.45,,,
HP,AMD Octa-Core Ryzen 7,AMD,8,DDR5,GeForce RTX 3050 Ti,512,0,1270.8,,,
HP,Intel Core i7 (9th Gen),Intel,12,DDR4,GeForce GTX 1650,512,1024,1271.18,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,8,DDR4,GeForce RTX 3050,1024,0,1271.88,,,
HP,Intel Core Ultra 7,Intel,16,LPDDR5,NA,512,0,1271.88,,,
MSI,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 3060,1024,0,1271.88,,,
Acer,AMD Hexa-Core Ryzen 5,AMD,16,DDR4,GeForce RTX 3060,512,1024,1271.99,,,
MSI,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3060,512,0,1274.14,,,
HP,Intel Core i5 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,1276.25,,,
Gigabyte,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,512,0,1277.94,,,
Gigabyte,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,512,0,1282.76,,,
Dell,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3060,512,0,1283.88,,,
Samsung,Intel Core i7 (13th Gen),Intel,16,NA,Iris Xe,1024,0,1284,,,
HP,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Integrated,512,0,1284,,,
HP,Intel Core i7 (12th Gen),Intel,16,LPDDR4X,Iris Xe,512,0,1284.36,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,32,LPDDR5X,Radeon 780M,1024,0,1289.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050 Ti,1024,0,1290,,,
HP,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3050 Ti,1024,0,1294.8,,,
Lenovo,Intel Core Ultra 9,Intel,32,LPDDR5X,Arc,1024,0,1295.88,,,
ASUS,Intel Core i7 (7th Gen),Intel,8,DDR4,GeForce GTX 1050T,0,1024,1295.88,,,
Apple,Intel Core i5 (8th Gen),Intel,8,LPDDR3,UHD 617,256,0,1295.88,,,
MSI,Intel Core Ultra 7,Intel,16,DDR5,GeForce RTX 4050,1024,0,1295.88,,,
Lenovo,Intel Core Ultra 7,Intel,32,LPDDR5X,Arc,1024,0,1295.88,,,
ASUS,Intel Core Ultra 5,Intel,16,LPDDR5X,Arc,1024,0,1295.88,,,
MSI,Intel Core i7 (9th Gen),Intel,8,DDR4,GeForce GTX 1650,128,1024,1295.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3060,1024,0,1295.89,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050 Ti,1024,0,1296,,,
HP,Intel Core i7 (12th Gen),Intel,16,DDR4,Iris Xe,512,0,1306.8,,,
ASUS,Intel Core i7 (13th Gen),Intel,16,DDR4,GeForce RTX 4050,512,0,1307.88,,,
Dell,AMD Octa-Core Ryzen 9,AMD,16,DDR5,GeForce RTX 3060,1024,0,1307.88,,,
Samsung,Intel Core 5 (Series 1),Intel,16,LPDDR5,NA,512,0,1307.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR4,Radeon RX 6600M,1024,0,1307.88,,,
Lenovo,Intel Core Ultra 9,Intel,32,LPDDR5X,Arc,1024,0,1307.88,,,
HP,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1307.88,,,
HP,Intel Core i7 (8th Gen),Intel,16,DDR4,Geforce GTX 1050Ti,128,1024,1307.88,,,
HP,Intel Core i7 (12th Gen),Intel,16,LPDDR4X,Iris Xe,512,0,1307.99,,,
HP,Intel Core i7 (13th Gen),Intel,16,DDR4,GeForce RTX 4060,1024,0,1308.37,,,
HP,Intel Core i7 (13th Gen),Intel,16,DDR4,GeForce RTX 4060,1024,0,1308.38,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,LPDDR5,GeForce RTX 3050,1024,0,1310.28,,,
HP,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1313.88,,,
Acer,Intel Core i5 (7th Gen),Intel,16,DDR4,GeForce GTX 1060,128,1024,1319.88,,,
HP,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3060,512,0,1319.88,,,
Samsung,Intel Core i5 (13th Gen),Intel,16,NA,Iris Xe,512,0,1319.88,,,
Samsung,Intel Core i7 (13th Gen),Intel,16,NA,Iris Xe,512,0,1319.88,,,
Samsung,Intel Core i5 (13th Gen),Intel,16,NA,Iris Xe,512,0,1319.88,,,
ASUS,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1319.88,,,
Dell,Intel Core i7 (10th Gen),Intel,8,DDR4,GeForce GTX 1650Ti,512,0,1319.88,,,
MSI,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1319.88,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,DDR5,UHD,512,0,1319.88,,,
Samsung,Intel Core Ultra 5,Intel,16,LPDDR5X,Arc,512,0,1319.88,,,
ASUS,Intel Core i9 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1319.88,,,
Lenovo,Intel Core i7 (11th Gen),Intel,16,DDR4,Iris Xe,1024,0,1319.88,,,
HP,Intel Core i7 (10th Gen),Intel,16,DDR4,Geforce GTX 1650 Ti,256,1024,1319.88,,,
Apple,Intel Core i5 (10th Gen),Intel,8,LPDDR4X,Iris Plus,512,0,1319.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3050 Ti,512,0,1319.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3060,1024,0,1319.88,,,
MSI,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1319.88,,,
ASUS,Intel Core i9 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1319.88,,,
ASUS,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,512,0,1319.88,,,
MSI,Intel Core i7 (13th Gen),Intel,32,DDR4,Iris Xe,1024,0,1319.88,,,
ASUS,Intel Core i7 (10th Gen),Intel,16,DDR4,Geforce GTX 1660 Ti,1024,0,1319.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,32,LPDDR5,GeForce RTX 3050 Ti,1024,0,1319.88,,,
ASUS,Intel Core i9 (13th Gen),Intel,16,DDR4,GeForce RTX 3050,1024,0,1319.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,512,0,1319.99,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,16,LPDDR5,Radeon,512,0,1320,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,32,DDR5,T600,1024,0,1320,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050,512,0,1320.77,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,512,0,1325.88,,,
Lenovo,Intel Core i7 (10th Gen),Intel,16,DDR4,GeForce MX330,512,0,1329.48,,,
Lenovo,Intel Core i5 (9th Gen),Intel,8,DDR4,GeForce RTX 2060,256,1024,1330.68,,,
Apple,Intel Core i5 (8th Gen),Intel,8,LPDDR3,UHD 617,256,0,1334.28,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1337.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4060,1024,0,1342.2,,,
Lenovo,Intel Core i7 (10th Gen),Intel,8,DDR4,Geforce MX250,256,1024,1342.68,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4060,512,0,1343.88,,,
ASUS,Intel Core Ultra 7,Intel,16,LPDDR5X,Arc,1024,0,1343.88,,,
ASUS,Intel Core Ultra 7,Intel,16,LPDDR5X,Arc,1024,0,1343.88,,,
ASUS,Intel Core i7 (8th Gen),Intel,8,DDR4,GeForce GTX 1060,128,1024,1343.88,,,
Apple,Intel Core i5 (8th Gen),Intel,8,LPDDR3,Iris Plus 655,256,0,1344.48,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,512,0,1346.76,,,
HP,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1355.88,,,
ASUS,Intel Core i5 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1355.88,,,
Samsung,Intel Core i5 (13th Gen),Intel,16,NA,Iris Xe,512,0,1355.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3060,512,0,1355.99,,,
Lenovo,Intel Core i5 (12th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,1359.48,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,LPDDR5,GeForce RTX 3050,512,0,1362.85,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,Radeon,1024,0,1367.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4060,1024,0,1367.88,,,
HP,Intel Core i7 (12th Gen),Intel,16,DDR4,Iris Xe,1024,0,1378.8,,,
Samsung,Intel Core i7 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1379.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,LPDDR5,Radeon,1024,0,1379.88,,,
MSI,AMD Octa-Core Ryzen 9,AMD,16,DDR5,GeForce RTX 4050,1024,0,1379.88,,,
Dell,Intel Core i7 (7th Gen),Intel,16,DDR4,GeForce GTX 1060,256,1024,1379.88,,,
MSI,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 3060,1024,0,1379.88,,,
MSI,Intel Core i7 (10th Gen),Intel,16,DDR4,Geforce RTX 2060,256,1024,1379.88,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR4,Radeon RX 6800M,1024,0,1379.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 4050,1024,0,1379.88,,,
MSI,Intel Core i7 (12th Gen),Intel,8,DDR5,GeForce RTX 4060,1024,0,1379.88,,,
Samsung,Intel Core 5 (Series 1),Intel,16,LPDDR5,Iris Xe,512,0,1379.88,,,
MSI,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4060,512,0,1379.88,,,
MSI,Intel Core Ultra 7,Intel,16,LPDDR5,Arc,1024,0,1379.88,,,
MSI,Intel Core Ultra 7,Intel,16,DDR5,GeForce RTX 4060,1024,0,1379.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3050,1024,0,1379.88,,,
HP,Intel Core i7 (10th Gen),Intel,16,DDR4,GeForce 1650 Ti,1024,0,1379.88,,,
ASUS,Intel Core i9 (13th Gen),Intel,16,DDR4,GeForce RTX 3050,1024,0,1379.88,,,
ASUS,Intel Core i5 (13th Gen),Intel,16,DDR5,GeForce RTX 4050,512,0,1379.88,,,
Dell,Intel Core i7 (11th Gen),Intel,16,DDR4,Integrated,512,0,1379.99,,,
Microsoft,Intel Core i5 (7th Gen),Intel,8,DDR3,HD 620,256,0,1379.99,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR5,GeForce RTX 3050,1024,0,1380,,,
ASUS,Intel Core i7 (10th Gen),Intel,16,DDR4,GeForce RTX 2060,1024,0,1380,,,
Dell,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3060,512,0,1383.48,,,
ASUS,Intel Core i7 (9th Gen),Intel,16,DDR4,GeForce GTX 1660 Ti,1024,0,1384.69,,,
Acer,Intel Core i7 (8th Gen),Intel,16,DDR4,GeForce GTX 1060,128,1024,1385.88,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050 Ti,512,0,1390.8,,,
MSI,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 3060,512,0,1391.88,,,
ASUS,Intel Core i5 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1395.46,,,
HP,Intel Core i7 (13th Gen),Intel,16,DDR4,GeForce RTX 4050,512,0,1397.88,,,
ASUS,Intel Core i7 (13th Gen),Intel,16,DDR4,GeForce RTX 4050,1024,0,1398,,,
HP,Intel Core i7 (8th Gen),Intel,8,DDR4,Geforce GTX 1050Ti,128,1024,1403.29,,,
MSI,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1403.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4060,512,0,1403.88,,,
Microsoft,Intel Core i5 (8th Gen),Intel,8,DDR3,UHD 620,256,0,1403.88,,,
Microsoft,Intel Core i7 (6th Gen),Intel,8,DDR3,Iris graphics,256,0,1403.99,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4050,1024,0,1411.19,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR4,GeForce RTX 3050 Ti,1024,0,1414.24,,,
LG,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1414.79,,,
ASUS,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1415.88,,,
ASUS,Intel Core i7 (7th Gen),Intel,8,DDR4,GeForce GTX 1050T,0,1024,1415.88,,,
Lenovo,Intel Core i5 (10th Gen),Intel,16,DDR4,UHD,512,0,1418.34,,,
MSI,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1419.6,,,
HP,Intel Core i7 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,1424.53,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3050,512,0,1429.2,,,
LG,Intel Core i5 (12th Gen),Intel,8,LPDDR5,Iris Xe,512,0,1431.28,,,
HP,Intel Core i5 (13th Gen),Intel,16,DDR5,GeForce RTX 4050,512,0,1432.56,,,
MSI,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 3060,1024,0,1434.32,,,
HP,Intel Core i7 (10th Gen),Intel,8,LPDDR4,Iris Plus,512,0,1435.2,,,
Dell,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4050,512,0,1438.68,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3060,1024,0,1438.8,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR4,GeForce RTX 3060,1024,0,1439.88,,,
Samsung,Intel Core i7 (13th Gen),Intel,16,NA,Iris Xe,1024,0,1439.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3060,1024,0,1439.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR5,Radeon RX 6700S,1024,0,1439.88,,,
MSI,Intel Core Ultra 7,Intel,16,LPDDR5,Integrated Arc,1024,0,1439.88,,,
MSI,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1439.88,,,
Lenovo,Intel Core i7 (12th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1439.88,,,
MSI,Intel Core i7 (7th Gen),Intel,16,DDR4,GeForce GTX 1060,128,1024,1439.88,,,
Lenovo,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3050,512,0,1439.88,,,
MSI,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4060,1024,0,1439.88,,,
Lenovo,Intel Core i7 (11th Gen),Intel,16,LPDDR4X,Iris Xe,1024,0,1439.88,,,
ASUS,Intel Core i7 (8th Gen),Intel,16,DDR4,GeForce GTX 1060,256,1024,1439.88,,,
HP,Intel Core i7 (7th Gen),Intel,16,DDR4,GeForce GTX 1050,128,1024,1439.88,,,
MSI,Intel Core i7 (8th Gen),Intel,16,DDR4,GeForce RTX 2060,512,0,1442.82,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR4,GeForce RTX 3050,1024,0,1449.48,,,
Acer,Intel Core i7 (7th Gen),Intel,16,DDR4,GeForce GTX 1060,256,2048,1451.99,,,
ASUS,Intel Core i7 (9th Gen),Intel,16,DDR4,GeForce GTX 1660 Ti,256,1024,1457.88,,,
Dell,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce MX550,512,0,1459.69,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,LPDDR5,Radeon,1024,0,1463.88,,,
HP,Intel Core i5 (9th Gen),Intel,8,DDR4,GeForce GTX 1050,256,0,1463.99,,,
Samsung,Intel Core i7 (13th Gen),Intel,16,NA,Iris Xe,512,0,1475.88,,,
HP,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1475.88,,,
Lenovo,Intel Core i7 (14th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1475.88,,,
Samsung,Intel Core 7 (Series 1),Intel,16,LPDDR5,Iris Xe,512,0,1475.88,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1478.28,,,
MSI,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1487.88,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1498.68,,,
Lenovo,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3060,1024,0,1499.88,,,
HP,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4060,1024,0,1499.88,,,
Samsung,Intel Core i7 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1499.88,,,
Lenovo,Intel Core i7 (12th Gen),Intel,16,LPDDR5,GeForce RTX 3050,1024,0,1499.88,,,
MSI,Intel Core i7 (14th Gen),Intel,16,DDR5,GeForce RTX 4050,1024,0,1499.88,,,
Lenovo,Intel Core Ultra 7,Intel,16,LPDDR5X,GeForce RTX 3050,1024,0,1499.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3050 Ti,512,0,1499.94,,,
Acer,AMD Octa-Core Ryzen 7,AMD,16,LPDDR5,Radeon,1024,0,1499.99,,,
MSI,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1504.67,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050,512,0,1504.8,,,
HP,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3050 Ti,512,0,1505.33,,,
ASUS,Intel Core i9 (8th Gen),Intel,16,DDR4,GeForce GTX 1050Ti,1024,0,1507.96,,,
HP,Intel Core i7 (12th Gen),Intel,16,DDR5,Integrated,1024,0,1508.4,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 3050,512,0,1510.68,,,
ASUS,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4050,1024,0,1511.88,,,
HP,Intel Core i7 (13th Gen),Intel,16,LPDDR5,GeForce RTX 3050,512,0,1511.88,,,
Acer,Intel Core i5 (8th Gen),Intel,16,DDR4,GeForce GTX 1060,128,1024,1511.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 3060,1024,0,1511.88,,,
Lenovo,Intel Core i7 (13th Gen),Intel,16,LPDDR5X,RTX A500,512,0,1511.99,,,
Lenovo,Intel Core i7 (10th Gen),Intel,16,DDR4,Radeon RX 640,512,0,1512,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,NA,GeForce RTX 4050,512,0,1512.65,,,
HP,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3070,1024,0,1534.79,,,
Microsoft,Intel Core i7 (11th Gen),Intel,16,DDR4,Iris Xe,256,0,1535.88,,,
Apple,Intel Core i5 (8th Gen),Intel,8,LPDDR3,UHD 617,256,0,1535.88,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR5,Radeon RX 7600S,1024,0,1535.88,,,
HP,Intel Core i5 (13th Gen),Intel,16,DDR5,GeForce RTX 4050,512,0,1535.88,,,
Apple,Intel Core i5 (8th Gen),Intel,8,LPDDR3,UHD 617,256,0,1535.88,,,
ASUS,AMD Octa-Core Ryzen 7,AMD,8,DDR4,Geforce GTX 1660 Ti,1024,0,1536,,,
HP,Intel Core i7 (10th Gen),Intel,16,DDR4,Geforce GTX 1660 Ti,1024,0,1538.28,,,
MSI,Intel Core i7 (13th Gen),Intel,8,DDR5,GeForce RTX 4060,1024,0,1547.88,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR4,GeForce RTX 3050 Ti,1024,0,1547.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,DDR5,GeForce RTX 4060,512,0,1547.88,,,
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,LPDDR5X,GeForce RTX 4050,1024,0,1547.88,,,
ASUS,Intel Core i7 (10th Gen),Intel,16,DDR4,Geforce RTX 2060,1024,0,1547.88,,,
Lenovo,Intel Core i7 (11th Gen),Intel,16,LPDDR4X,Iris Xe,1024,0,1547.99,,,
Lenovo,Intel Core i5 (11th Gen),Intel,16,DDR4,Integrated,1024,0,1554,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 3060,1024,0,1555.07,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce GTX 1650,512,0,1555.1,,,
ASUS,Intel Core i7 (8th Gen),Intel,16,DDR4,GeForce GTX 1060,256,1024,1557.49,,,
ASUS,Intel Core i7 (8th Gen),Intel,16,DDR4,GeForce GTX 1060,256,1024,1557.49,,,
Acer,Intel Core i9 (11th Gen),Intel,16,DDR4,GeForce RTX 3060,1024,0,1559.88,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR4,Radeon RX 6800M,1024,0,1559.88,,,
Dell,Intel Core i7 (12th Gen),Intel,16,DDR5,GeForce RTX 3050 Ti,512,0,1559.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,DDR4,GeForce RTX 3050 Ti,1024,0,1559.88,,,
Dell,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3050 Ti,512,0,1559.88,,,
Samsung,Intel Core i7 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1559.88,,,
MSI,Intel Core i7 (13th Gen),Intel,16,DDR5,GeForce RTX 4050,1024,0,1559.88,,,
ASUS,Intel Core i7 (13th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1559.88,,,
MSI,Intel Core Ultra 7,Intel,32,DDR5,GeForce RTX 3050,1024,0,1559.88,,,
HP,Intel Core Ultra 7,Intel,32,LPDDR5,NA,1024,0,1559.88,,,
MSI,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3050 Ti,1024,0,1559.88,,,
Lenovo,Intel Core i7 (11th Gen),Intel,32,DDR4,GeForce RTX 3070,1024,0,1559.88,,,
Dell,Intel Core i7 (8th Gen),Intel,16,LPDDR3,UHD 620,512,0,1559.88,,,
HP,Intel Core i7 (10th Gen),Intel,16,DDR4,GeForce MX250,1024,0,1571.88,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR5,Radeon RX 6700S,1024,0,1571.88,,,
Samsung,Intel Core Ultra 7,Intel,16,LPDDR4X,Arc,512,0,1583.88,,,
Samsung,Intel Core Ultra 5,Intel,16,LPDDR5X,Arc,512,0,1583.88,,,
LG,Intel Core i7 (12th Gen),Intel,16,LPDDR5,Iris Xe,512,0,1587.85,,,
AVITA,Intel Core i7 (10th Gen),Intel,16,DDR4,UHD Graphics 620,512,0,1591.08,,,
Dell,Intel Core i9 (12th Gen),Intel,16,DDR5,GeForce RTX 3070 Ti,1024,0,1593.48,,,
HP,Intel Core i7 (11th Gen),Intel,16,DDR4,Iris Xe,512,0,1595.88,,,
Acer,Intel Core i7 (14th Gen),Intel,16,DDR5,GeForce RTX 4050,1024,0,1595.99,,,
Lenovo,Intel Core i7 (12th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1599.95,,,
Samsung,Intel Core i7 (13th Gen),Intel,16,LPDDR4X,Iris Xe,1024,0,1607.88,,,
Lenovo,Intel Core i7 (12th Gen),Intel,16,DDR4,Quadro T550,512,0,1607.88,,,
MSI,Intel Core i7 (9th Gen),Intel,16,DDR4,GeForce GTX 1660,256,1024,1607.88,,,
ASUS,Intel Core i7 (12th Gen),Intel,16,LPDDR5,Iris Xe,1024,0,1608.96,,,
HP,Intel Core i7 (11th Gen),Intel,16,DDR4,GeForce RTX 3060,1024,0,1609.08,,,
ASUS,AMD Octa-Core Ryzen 9,AMD,16,DDR5,GeForce RTX 3070 Ti,1024,0,1619.88,,,
